,CONF,DEC,MASK_NUM,OII,OII_err,RA,bit_code,gmag,redz,rmag,zmag,mask_name
416,3,2.19364725087,2,6.45575883357,0.382875884952,149.682099679,1792,23.1123316986,0.73425,22.1036734307,20.9313875052,COSMOS-1
417,-999,2.19342147031,2,0.0,-1.0,149.618022257,2000,22.8649115302,-999.0,22.1979985309,21.0325217461,COSMOS-1
418,-999,2.18540098547,2,0.0,-1.0,149.70026154,2,17.6203934522,-999.0,17.3379347335,17.2592036195,COSMOS-1
419,3,2.18357455959,2,35.3340572327,0.465830612246,149.697848283,2008,22.9241565632,0.9537,22.637500459,21.9184491915,COSMOS-1
420,-999,2.17958808604,2,0.0,-1.0,149.742847927,4,22.3603539277,-999.0,20.5286843328,19.0671145,COSMOS-1
421,-999,2.18099680326,2,0.0,-1.0,149.62099504,2008,23.4138645735,-999.0,23.0184356731,22.3238490831,COSMOS-1
422,3,2.17831170104,2,12.7264855297,0.272225109881,149.623287688,2000,23.3553248353,0.876,22.7203535822,21.7701083082,COSMOS-1
423,3,2.17404082698,2,10.8876275793,0.270723726841,149.654854679,2008,23.1831641449,0.9945,22.9389527511,22.2716992283,COSMOS-1
424,3,2.17186989058,2,10.5667102424,0.29345089662,149.646804983,2000,23.2098187065,0.9467,22.7772738958,21.6431774376,COSMOS-1
425,-999,2.16585686597,2,0.0,-1.0,149.702582552,8,23.4924514905,-999.0,22.9327168752,22.2423884677,COSMOS-1
426,3,2.1615726815,2,6.49656953044,0.269651773008,149.70211701,208,23.6204209513,1.00325,23.2371360964,22.2107084905,COSMOS-1
427,3,2.16081486123,2,14.8016134692,0.306453347068,149.667765654,208,23.6070277741,0.94785,23.2537400944,22.0360881367,COSMOS-1
428,-999,2.15044130231,2,0.0,-1.0,149.715502935,8,23.9028461038,-999.0,23.317475176,22.5289438688,COSMOS-1
429,-999,2.14613180473,2,0.0,-1.0,149.718181051,2,18.1355280519,-999.0,17.8189139484,17.7068025372,COSMOS-1
430,-999,2.14374615244,2,0.0,-1.0,149.71405176,2,20.1634144696,-999.0,19.7905898445,19.6547555222,COSMOS-1
431,3,2.14354110043,2,8.99515403146,0.259389981759,149.626227092,2008,23.0528153077,0.9566,22.9926332693,22.0516723053,COSMOS-1
432,-999,2.13588315661,2,0.0,-1.0,149.689949231,8,23.9148847808,-999.0,23.3775455456,22.7371550524,COSMOS-1
433,3,2.13575140223,2,6.00489156848,0.330991561573,149.632128572,8,23.6152980061,0.5303,23.0316828287,22.3783667571,COSMOS-1
434,3,2.13240100372,2,5.8570386214,0.22576578127,149.653457534,984,23.4929190933,0.89115,23.0944447,22.2905585956,COSMOS-1
435,3,2.12596822851,2,8.116576806,0.286171853764,149.73108696,8,23.2176580309,0.8373,22.5454785953,21.7969483149,COSMOS-1
436,-999,2.12272568604,2,0.0,-1.0,149.710407927,4,21.4572912027,-999.0,19.5974848449,18.5136483743,COSMOS-1
437,-999,2.12364828046,2,0.0,-1.0,149.613543232,208,22.8270645557,-999.0,22.1593158396,20.5920424902,COSMOS-1
438,3,2.11424424656,2,11.3192776909,0.327416549565,149.733670475,2000,22.6619958598,0.7509,22.0290400694,21.1526368812,COSMOS-1
439,2,2.11611292412,2,9.50580008134,0.251533982814,149.620169353,984,23.4893384966,0.9739,23.1191646215,22.146569222,COSMOS-1
440,-999,-999.0,3,0.0,-1.0,-999.0,-999,,-999.0,,,COSMOS-2
441,3,2.09556203131,3,7.55494938983,0.249548003131,150.154227584,152,23.4564442008,0.7584,22.8577324489,22.0598421782,COSMOS-2
442,3,2.0960349506,3,11.2236074433,0.286136332385,150.145433854,8,23.5774787073,0.7271,22.9520629919,22.1645217948,COSMOS-2
443,3,2.08496227954,3,11.8265780312,0.235076901771,150.090584167,2008,23.4161595439,0.9046,23.0727404874,22.4333466967,COSMOS-2
444,3,2.11187850209,3,15.4751780252,0.307330139368,150.176279863,2008,22.8248172169,0.78825,22.4019267006,21.5809489535,COSMOS-2
445,3,2.10503670152,3,16.7354356152,0.272763821287,150.128072425,8,23.4191076879,0.8273,23.0071217777,22.5166069214,COSMOS-2
446,-999,2.11450698604,3,0.0,-1.0,150.151457927,4,20.9085457157,-999.0,19.1447484147,18.1588634506,COSMOS-2
447,-999,2.11087964571,3,0.0,-1.0,150.129826382,832,23.462688162,-999.0,22.6707037823,20.7798336599,COSMOS-2
448,-999,2.1054595482,3,0.0,-1.0,150.102011033,8,19.6273432293,-999.0,19.739911186,19.2842257263,COSMOS-2
449,-999,2.12590506619,3,0.0,-1.0,150.164770816,216,23.4591693295,-999.0,23.2835964271,22.3279504188,COSMOS-2
450,3,2.12817332022,3,12.0144890155,0.213373825782,150.158639127,216,22.9106187351,1.13925,22.7195954855,21.8620747797,COSMOS-2
451,-999,2.144065379,3,0.0,-1.0,150.196104013,2000,23.2912097929,-999.0,22.9354033847,21.79220457,COSMOS-2
452,-999,2.12630075554,3,0.0,-1.0,150.105562199,216,22.2704094875,-999.0,21.9349362428,21.18974062,COSMOS-2
453,-999,2.12937488193,3,0.0,-1.0,150.085793652,192,23.3774311193,-999.0,23.3435243703,22.5898130168,COSMOS-2
454,-999,2.15721423739,3,0.0,-1.0,150.173065737,2000,22.8588854858,-999.0,22.3043494656,20.9416322901,COSMOS-2
455,3,2.14779760115,3,15.41599363,0.27589166273,150.127828252,216,23.2028199905,0.7256,22.6561361524,21.9123319291,COSMOS-2
456,-999,2.14783583764,3,0.0,-1.0,150.11265133,2000,22.6389646129,-999.0,22.31622344,20.9380739392,COSMOS-2
457,-999,2.14509138813,3,0.0,-1.0,150.095858903,1744,23.2609507786,-999.0,22.5407800665,21.5667158884,COSMOS-2
458,3,2.17257048148,3,20.8100408133,0.300590384646,150.184268648,24,23.6098312416,1.1474,23.0590638772,22.2848050643,COSMOS-2
459,3,2.1689610236,3,19.3107024744,0.350601713493,150.153891092,2000,23.3807537334,1.0174,22.7664459105,21.7063817648,COSMOS-2
460,3,2.15570138154,3,6.53174492058,0.274228172944,150.093874871,144,22.807511942,0.72725,22.0824676391,21.2003461232,COSMOS-2
461,-999,2.17334365896,3,0.0,-1.0,150.139995719,976,23.4536758146,-999.0,22.8740177938,21.5592522391,COSMOS-2
462,3,2.1837283399,3,11.0763269644,0.243667401056,150.166441446,984,23.4613149467,1.1566,23.1610344549,22.4895950622,COSMOS-2
463,3,2.16630079156,3,7.91593000985,0.246184996094,150.092884878,520,23.540075112,0.72605,23.317093127,22.8044704233,COSMOS-2
464,3,2.18626202975,3,13.9262990602,0.258932313362,150.153302847,216,23.5409910319,0.92455,23.05685366,22.2276574031,COSMOS-2
465,-999,2.16994606674,3,0.0,-1.0,150.089454312,512,23.585384408,-999.0,22.7911529622,21.7665992594,COSMOS-2
466,3,2.19288552484,3,8.34082957104,0.188374448136,150.161061065,64,23.8322195957,1.26415,23.6630372139,22.3736642078,COSMOS-2
467,-999,2.1874054143,3,0.0,-1.0,150.133831342,8,20.1050540878,-999.0,20.0903076326,19.0318932639,COSMOS-2
468,3,2.17985232744,3,21.9340890661,0.336966889549,150.096632386,8,23.7195727433,0.7593,23.1627595045,22.4534055622,COSMOS-2
469,3,2.17275645069,3,6.45735159534,0.25278111482,150.063720623,1808,23.3913765511,0.8936,22.635680665,21.4702181806,COSMOS-2
470,3,2.19836211816,3,9.8694900369,0.188458339958,150.140998533,216,23.3757743061,1.33855,22.9167402094,22.2108497966,COSMOS-2
471,-999,2.199376131,3,0.0,-1.0,150.135686435,1792,23.4427994645,-999.0,22.5368800762,21.3463175301,COSMOS-2
472,3,2.21002974763,3,18.1665112729,0.307431630656,150.154236285,216,23.6268932076,0.92875,23.2125455701,22.225824816,COSMOS-2
473,-999,2.21242206638,3,0.0,-1.0,150.150236225,2,19.1033325534,-999.0,18.7756160925,18.6712459425,COSMOS-2
474,-999,2.20044051751,3,0.0,-1.0,150.099089886,2,18.9343857852,-999.0,18.5895379463,18.467240587,COSMOS-2
475,3,2.21093918604,3,14.9746346858,0.261667065027,150.125481676,1920,23.4003469541,1.02955,23.4392633159,22.8432867757,COSMOS-2
476,3,2.20438570849,3,7.20551022184,0.229532004424,150.092226371,208,22.1006257876,0.8274,21.4990830332,20.458426527,COSMOS-2
477,3,2.20645997524,3,8.94520725415,0.264126940435,150.092460676,2000,23.2918034961,1.0326,22.6843057061,21.5101259817,COSMOS-2
478,3,2.21889706194,3,16.0820051075,0.276555454101,150.128233182,216,23.4785469985,0.83905,23.0507433906,22.1592607058,COSMOS-2
479,3,2.23385992065,3,6.03601136188,0.222205933597,150.169192604,64,23.879188807,1.24355,23.7487334725,22.6606715572,COSMOS-2
480,-999,2.2011128884,3,0.0,-1.0,150.045987398,2008,22.8677507954,-999.0,22.4388086175,21.7179926954,COSMOS-2
481,3,2.23345390334,3,7.50629975717,0.28712914861,150.149526948,208,22.747489465,0.73125,21.9427918095,20.9245462992,COSMOS-2
482,-999,2.23080500289,3,0.0,-1.0,150.128819867,8,23.4635251703,-999.0,22.8517604147,22.0680046975,COSMOS-2
483,3,2.24622740406,3,14.2079120286,0.299690025862,150.165499732,216,23.4908011522,0.869,23.0513025047,22.2307409602,COSMOS-2
484,3,2.23193952106,3,15.4799429621,0.393667751144,150.108853668,2008,23.1456013269,0.953,23.0381838677,21.8631753188,COSMOS-2
485,1,2.21990460409,3,30.8565317939,0.363486202701,150.059159709,2000,23.1197014776,1.1406,22.347139747,20.9658814948,COSMOS-2
486,-999,2.22634388354,3,0.0,-1.0,150.073478696,768,23.5948265415,-999.0,22.5811925759,21.3088166342,COSMOS-2
487,3,2.2376187572,3,10.6749361508,0.31626254906,150.103730438,1536,23.0669038211,0.79775,21.9688828454,20.7147196781,COSMOS-2
488,-999,2.23720405596,3,0.0,-1.0,150.093592847,2008,23.1394114264,-999.0,22.792695469,22.085243277,COSMOS-2
489,3,2.24683613823,3,6.99545048261,0.191742048879,150.113114421,64,23.8042516515,1.25835,23.8792600353,22.8306328291,COSMOS-2
490,-999,2.23344080428,3,0.0,-1.0,150.055901795,1744,22.4630980685,-999.0,21.6596669981,20.1002058308,COSMOS-2
491,3,2.23086757739,3,13.0146674368,0.263725442689,150.036557285,2000,23.0475576078,0.77635,22.4825109422,21.5866833848,COSMOS-2
492,3,2.23366180133,3,8.18672339842,0.19690805119,150.034638457,80,23.6002439395,0.9309,23.0026415894,21.8704717449,COSMOS-2
493,3,2.24800901002,3,9.37490084148,0.247737020896,150.077453676,976,23.5972910109,0.92605,23.3115240581,22.1501903086,COSMOS-2
494,3,2.25245394583,3,11.5194479131,0.256625718882,150.08364845,2000,22.4360777003,0.98,21.8486912829,20.878477887,COSMOS-2
495,3,2.26727502774,3,35.6842731185,0.347640392215,150.121425903,216,22.1547690082,0.8268,21.767439137,21.1303434202,COSMOS-2
496,-999,2.25066434625,3,0.0,-1.0,150.056951508,1544,22.9178462288,-999.0,22.7791161775,22.3529921794,COSMOS-2
497,3,2.28121753686,3,0.0,-1.0,150.154570109,8,23.5349940687,0.24905,23.1567359761,22.6757899484,COSMOS-2
498,3,2.26547965916,3,10.4732413139,0.25284460555,150.088421327,216,23.6619451031,0.9796,23.3133279193,22.3493912841,COSMOS-2
499,-999,2.27555186684,3,0.0,-1.0,150.113649923,768,23.4774729365,-999.0,22.5892592268,21.4315876918,COSMOS-2
500,3,2.2655383082,3,17.3324656799,0.254674715122,150.061601324,208,23.5522549353,0.98085,23.5508964163,22.6343203817,COSMOS-2
501,3,2.2849783731,3,8.73111936482,0.255095723714,150.120135749,2008,23.3319094711,0.9266,23.1715387735,22.1062212454,COSMOS-2
502,3,2.26336609391,3,4.38692742276,0.256044224428,150.034753628,2000,22.4920040886,0.899,21.7978441423,20.5297145207,COSMOS-2
503,-999,2.27751813193,3,0.0,-1.0,150.075544277,784,23.4550670016,-999.0,22.7194651741,21.7255677132,COSMOS-2
504,-999,2.29883834909,3,0.0,-1.0,150.135696083,2008,23.394669819,-999.0,23.2328352376,22.0612115486,COSMOS-2
505,3,2.30470346783,3,16.5899276407,0.306147563322,150.144666242,2008,23.2588477717,1.0841,23.1627340058,22.3215757146,COSMOS-2
506,-999,2.2734794524,3,0.0,-1.0,150.027022362,768,23.591142416,-999.0,22.5362596186,21.2997286195,COSMOS-2
507,-999,2.31080658604,3,0.0,-1.0,150.147937927,4,21.8990825025,-999.0,20.2561545731,19.2720987122,COSMOS-2
508,-999,2.30052778604,3,0.0,-1.0,150.095087927,4,20.5491843592,-999.0,18.8651085743,17.991765498,COSMOS-2
509,3,2.30797119199,3,8.05552791688,0.239941275465,150.100455522,2008,22.7753553388,0.9499,22.3400972909,21.3696436636,COSMOS-2
510,3,2.28943305199,3,11.1493656042,0.219888230459,150.025175565,976,23.5084552969,0.9975,23.1676712783,22.0177109522,COSMOS-2
511,-999,2.29267014892,3,0.0,-1.0,150.028980577,2000,23.0706118439,-999.0,22.5742460141,21.4462904192,COSMOS-2
512,-999,2.30459144317,3,0.0,-1.0,150.049691845,768,23.5161586109,-999.0,22.8383181794,21.426538955,COSMOS-2
513,-999,2.32977970209,3,0.0,-1.0,150.128483371,208,23.6172335957,-999.0,23.4283106115,22.2913906063,COSMOS-2
514,3,2.30598424943,3,8.68710419323,0.184226855648,150.035919656,80,23.7672610068,1.2146,23.7356670398,22.4692690977,COSMOS-2
515,-999,2.32919109463,3,0.0,-1.0,150.107377803,1792,23.4268392133,-999.0,22.3812669165,20.923640215,COSMOS-2
516,3,2.32195078741,3,11.0663187199,0.255134792701,150.075012632,8,23.9112075876,0.7285,23.3140223211,22.4838587556,COSMOS-2
517,3,2.30759709477,3,5.26897052696,0.159435954245,150.016058579,64,23.7903493884,0.93415,23.6431961363,22.3518884551,COSMOS-2
518,-999,2.15424335345,3,0.0,-1.0,150.368254568,208,22.7563973063,-999.0,21.8139748676,20.3051941044,COSMOS-2
519,3,2.14771730267,3,15.0163324628,0.285865278947,150.335968264,2000,22.9920238343,0.8359,22.3781003033,21.5539864626,COSMOS-2
520,3,2.15722302241,3,6.92887704211,0.227835639604,150.347573392,976,23.551401731,0.89845,23.0388958926,21.8920386906,COSMOS-2
521,3,2.15771489008,3,6.77804427636,0.216223192489,150.334943228,2008,23.3722581027,0.9389,23.24333084,22.4504633582,COSMOS-2
522,3,2.15485094214,3,8.82013418385,0.242038939966,150.317032706,216,23.6258565508,0.8978,23.2756849243,22.5557683205,COSMOS-2
523,3,2.17145986182,3,11.8811972259,0.287549208024,150.360185027,8,22.7519802829,0.90195,22.2314669036,21.5924716047,COSMOS-2
524,-999,2.14855757905,3,0.0,-1.0,150.273802038,976,23.5139864133,-999.0,23.0689069454,21.8675168848,COSMOS-2
525,3,2.15002899785,3,9.74260975533,0.235858181591,150.27208549,216,23.4862445146,1.13865,23.2562512539,22.320091581,COSMOS-2
526,-999,2.1610664432,3,0.0,-1.0,150.302588131,1792,20.5010658637,-999.0,20.4261045347,20.1424716799,COSMOS-2
527,-999,2.1720833757,3,0.0,-1.0,150.333488816,976,23.5685629231,-999.0,23.4306884329,22.6415537609,COSMOS-2
528,3,2.1658451656,3,14.1495845327,0.302369330748,150.300396755,16,22.9182446413,0.8,22.1212905689,21.1949260742,COSMOS-2
529,1,2.18993300638,3,23.9886850889,0.270345193837,150.372191848,2008,22.9104692138,1.162,22.5350270513,21.7909543493,COSMOS-2
530,-999,2.18843273599,3,0.0,-1.0,150.345237107,2000,22.7113841804,-999.0,21.9195317467,20.6578762802,COSMOS-2
531,1,2.17090328473,3,6.40422956864,0.204182126809,150.267255906,2008,22.8908048746,1.1723,22.744041066,22.1764329477,COSMOS-2
532,3,2.19110703886,3,10.5331263571,0.25897952657,150.324440829,2000,23.3230503491,0.9818,22.9303368821,21.7315838622,COSMOS-2
533,-999,2.21079661358,3,0.0,-1.0,150.372741399,2008,22.7523873165,-999.0,22.2462362684,21.395266795,COSMOS-2
534,3,2.18717348216,3,11.1139189819,0.209548772273,150.279248946,80,23.7496971726,1.1484,23.3371336839,22.3152346171,COSMOS-2
535,-999,2.2148780906,3,0.0,-1.0,150.358320368,2000,23.1506128807,-999.0,22.4990278995,21.5012242806,COSMOS-2
536,-999,2.21860698604,3,0.0,-1.0,150.351997927,4,22.0516960293,-999.0,20.3132706387,19.1322541242,COSMOS-2
537,3,2.20890292437,3,6.98894987175,0.165083615982,150.309192084,88,23.7547964505,1.08635,23.3618821489,22.3808471132,COSMOS-2
538,-999,2.22749139187,3,0.0,-1.0,150.365461965,640,23.5198338761,-999.0,23.5172209487,22.9530124829,COSMOS-2
539,-999,2.21536240448,3,0.0,-1.0,150.313503262,216,23.6326204326,-999.0,23.2218079778,22.4868486192,COSMOS-2
540,-999,2.21788567871,3,0.0,-1.0,150.304885496,520,23.5114390859,-999.0,23.2952153087,22.7906051106,COSMOS-2
541,-999,2.21045097639,3,0.0,-1.0,150.264210124,2,19.3597247996,-999.0,19.0497559019,18.9610980972,COSMOS-2
542,3,2.22683928064,3,10.6689638542,0.264513761513,150.313040802,1744,22.9059613328,0.83725,22.3777070478,21.4510053447,COSMOS-2
543,-999,2.20718918604,3,0.0,-1.0,150.236607927,4,21.088979477,-999.0,19.2746318688,18.3061291905,COSMOS-2
544,3,2.2308389249,3,10.8609542926,0.246108037873,150.308023496,2000,23.4328201593,0.9001,22.9185951445,21.9891938318,COSMOS-2
545,3,2.2259290443,3,16.7644960401,0.290010564251,150.280215028,2008,23.2579543251,0.9023,23.1444845209,22.145266315,COSMOS-2
546,3,2.2381001191,3,11.6390587672,0.231256714321,150.311254154,2008,23.2355610944,0.9299,23.0025500869,21.9242197193,COSMOS-2
547,-999,2.24110664478,3,0.0,-1.0,150.314187086,1808,23.3066951669,-999.0,22.4880576781,21.2975575645,COSMOS-2
548,-999,2.2283379919,3,0.0,-1.0,150.259706612,976,23.5184509795,-999.0,22.9868186934,21.9918348047,COSMOS-2
549,3,2.23602139546,3,17.9325211622,0.234725183128,150.274424426,8,23.094743817,1.08815,22.6572836941,22.0979662782,COSMOS-2
550,3,2.24075196953,3,24.756040048,0.300648353368,150.268501475,216,23.0228661035,0.92455,22.8978136712,22.1620843564,COSMOS-2
551,1,2.25904651145,3,13.6660299469,0.247528231859,150.301466415,208,23.5500515981,1.081,23.6421709496,22.6084927194,COSMOS-2
552,3,2.25099588626,3,10.4026442516,0.323118999238,150.250906872,1808,23.1256707714,0.893,22.171699799,20.7453880332,COSMOS-2
553,-999,2.27694409777,3,0.0,-1.0,150.322144243,208,23.6449722027,-999.0,23.1700332568,22.176958794,COSMOS-2
554,-999,2.26950169328,3,0.0,-1.0,150.28859333,80,23.6313196834,-999.0,23.0344587782,22.0648809742,COSMOS-2
555,3,2.27828209112,3,5.81477913365,0.190516452416,150.291297939,208,23.6215242407,0.9259,23.1175054699,22.0313527112,COSMOS-2
556,3,2.2900775184,3,34.8517362635,0.318743884083,150.31441717,2008,22.5874347736,0.92725,22.4525814466,21.7809629587,COSMOS-2
557,3,2.27816855676,3,23.2984288608,0.264451100239,150.263282056,2008,22.5547210506,1.3663,22.4759666112,21.9290563029,COSMOS-2
558,-999,2.29444689548,3,0.0,-1.0,150.305987015,768,23.4833562895,-999.0,23.4074219505,22.9897912807,COSMOS-2
559,3,2.27175304834,3,8.07629919213,0.287176106164,150.216926738,2000,22.9349669407,0.8921,22.3410512253,21.2026067927,COSMOS-2
560,3,2.30882040691,3,9.246515952,0.177299351208,150.337627204,192,23.6297373352,1.2855,23.8641574722,22.9250262384,COSMOS-2
561,-999,2.30214646895,3,0.0,-1.0,150.301337464,208,23.7561728807,-999.0,23.5838985592,22.5793029443,COSMOS-2
562,3,2.2981183474,3,15.427512955,0.283056287905,150.261703815,2000,23.4213771882,0.88215,22.9532209303,21.9878625467,COSMOS-2
563,-999,2.3192145474,3,0.0,-1.0,150.325556435,2000,23.3418071662,-999.0,22.6575758384,21.4055674729,COSMOS-2
564,-999,2.3221693012,3,0.0,-1.0,150.320845743,208,22.4055049555,-999.0,21.5143432069,20.2397726744,COSMOS-2
565,3,2.29406268459,3,11.3995858895,0.29245805652,150.212205584,2000,23.2327905,0.90265,22.7175546804,21.7674559465,COSMOS-2
566,3,2.31971256898,3,0.0,-1.0,150.292011227,8,23.3936705603,0.2484,22.9620384012,22.4341827695,COSMOS-2
567,3,2.31052011203,3,11.1749835918,0.280253243874,150.250819894,8,23.8853656624,0.7622,23.3911368364,22.6502373692,COSMOS-2
568,3,2.32412109299,3,8.55417792183,0.199178785832,150.289377032,208,23.7619581414,1.1728,23.538068545,22.5958506822,COSMOS-2
569,3,2.32725140235,3,18.4919607282,0.296925924058,150.271675096,2000,23.1542811739,0.9821,22.7549093275,21.7474512207,COSMOS-2
570,3,2.31286473381,3,23.5899316616,0.331417991185,150.209191382,1752,23.2532093159,0.7486,22.866492528,22.2125229692,COSMOS-2
571,-999,2.33563871868,3,0.0,-1.0,150.279665383,2,19.522391926,-999.0,19.1993103448,19.1208690465,COSMOS-2
572,-999,2.33059347787,3,0.0,-1.0,150.254239401,216,23.188997356,-999.0,22.9473886309,22.2736960844,COSMOS-2
573,3,2.33611168853,3,10.0294026901,0.288992059529,150.265900246,208,23.6332804895,0.85495,23.068308438,22.0678650755,COSMOS-2
574,-999,2.32211426932,3,0.0,-1.0,150.209584647,2000,23.2094280605,-999.0,22.5244951681,21.4314711981,COSMOS-2
575,3,2.3443274479,3,13.0783945003,0.214695404299,150.277779991,728,23.4645902362,1.0549,22.9971691378,22.2772105394,COSMOS-2
576,-999,2.328541916,3,0.0,-1.0,150.212536013,1792,23.05660867,-999.0,22.0165289011,20.8692883886,COSMOS-2
577,-999,2.34349818604,3,0.0,-1.0,150.254227927,4,21.63355252,-999.0,19.8703655706,18.5348229307,COSMOS-2
578,3,2.3470903859,3,5.05917340208,0.168841821272,150.257610529,80,23.7237724023,1.16485,23.4461978743,22.2378744938,COSMOS-2
579,3,2.36830741309,3,18.9614527543,0.272981393943,150.313924073,1752,22.9728998224,0.8815,22.7111871652,21.8371307615,COSMOS-2
580,-999,2.37557120304,3,0.0,-1.0,150.321432002,80,23.7376392794,-999.0,23.3619076995,22.2739995928,COSMOS-2
581,-999,2.36740198992,3,0.0,-1.0,150.278987996,976,23.5536531568,-999.0,23.0888084669,22.097687729,COSMOS-2
582,3,2.36722972791,3,0.0,-1.0,150.271430937,216,23.3559795064,1.088,23.3713660277,22.3092159563,COSMOS-2
583,-999,2.37442986914,3,0.0,-1.0,150.279508664,72,23.7478980721,-999.0,23.3054319083,22.4862495785,COSMOS-2
584,-999,2.38316022538,3,0.0,-1.0,150.296412718,144,22.3657471582,-999.0,21.2468323451,19.9352354365,COSMOS-2
585,-999,-999.0,4,0.0,-1.0,-999.0,-999,,-999.0,,,sgc-0hr-1
586,1,4.12881839453,4,6.69156397602,0.298312162884,5.78353706692,1792,23.5398750894,0.9284,22.8131084149,21.5753516805,sgc-0hr-1
587,-999,4.18541762507,4,0.0,-1.0,5.76829883273,976,23.595653505,-999.0,23.0974426139,22.0504607585,sgc-0hr-1
588,-999,4.09328507707,4,0.0,-1.0,5.79976871552,2,18.03737,-999.0,,,sgc-0hr-1
589,3,4.1527321794,4,9.44422579757,0.29032306167,5.78419410522,2000,23.3454837451,0.98805,22.9790535503,21.9482135689,sgc-0hr-1
590,2,4.1162744488,4,10.5297208622,0.39073570709,5.79736013694,2000,23.4655609102,0.78075,22.8905525239,21.8913555246,sgc-0hr-1
591,-999,4.17945383163,4,0.0,-1.0,5.78130745924,2,20.18147,-999.0,,,sgc-0hr-1
592,3,4.21228473752,4,8.24876356195,0.293665444237,5.77549813708,2000,23.1217842054,0.78425,22.4338073947,21.4257678667,sgc-0hr-1
593,-999,4.19831689506,4,0.0,-1.0,5.78177660792,784,23.6328640144,-999.0,23.0815028881,22.1163788076,sgc-0hr-1
594,3,4.12747676332,4,13.398608459,0.28284802993,5.80721688304,2008,23.1562709841,0.92745,22.6461047885,21.8085879698,sgc-0hr-1
595,-999,4.16276425012,4,0.0,-1.0,5.80154056532,208,23.6181628111,-999.0,23.6444566994,22.7877636997,sgc-0hr-1
596,3,4.15166714506,4,20.9740862464,0.397459233235,5.8089267437,1680,22.8811760071,0.91085,22.230415378,21.3879375255,sgc-0hr-1
597,-999,4.2099784131,4,0.0,-1.0,5.79487564923,768,23.5687752293,-999.0,22.8597831797,21.6526279473,sgc-0hr-1
598,3,4.14010987757,4,2.9792189708,0.198585651679,5.81925964199,8,23.8618368118,1.202,23.351329945,22.679700716,sgc-0hr-1
599,3,4.17697723316,4,7.1672646478,0.205573014633,5.81083767672,208,23.4889645516,1.16875,23.5996614775,22.5550641279,sgc-0hr-1
600,-999,4.12239678421,4,0.0,-1.0,5.83034724633,1936,22.8933926015,-999.0,21.8609847672,20.4034118412,sgc-0hr-1
601,3,4.22539453737,4,16.9037945429,0.237044321108,5.80083942914,1752,23.110525092,0.91805,23.0591602689,22.5477867465,sgc-0hr-1
602,3,4.10473892061,4,15.9207118102,0.419811868839,5.84252368484,1680,22.8537045082,0.803,22.0461253806,21.0593165156,sgc-0hr-1
603,-999,4.19434787266,4,0.0,-1.0,5.81756363998,128,23.0962751583,-999.0,23.0637794292,22.8540936912,sgc-0hr-1
604,-999,4.16181874929,4,0.0,-1.0,5.83076804451,4,,-999.0,,,sgc-0hr-1
605,-999,4.11463260114,4,0.0,-1.0,5.84973760282,8,23.0315430189,-999.0,22.8150514081,22.4797538812,sgc-0hr-1
606,-999,4.12589414722,4,0.0,-1.0,5.84912508668,4,,-999.0,,,sgc-0hr-1
607,3,4.11308799203,4,13.3925797832,0.302541901245,5.85641402647,2008,22.6646862241,1.04395,22.3419570986,21.4495830494,sgc-0hr-1
608,3,4.19903821539,4,29.5710105497,0.295522567611,5.83459194484,208,21.6474788117,0.97505,20.7410048422,19.4219561618,sgc-0hr-1
609,3,4.2132087201,4,21.6843821794,0.262835547708,5.83391419273,8,23.6599543974,1.10115,23.1040436705,22.4401747577,sgc-0hr-1
610,-999,4.11977030208,4,0.0,-1.0,5.86495436909,856,23.6681919895,-999.0,23.4060211325,22.5765686367,sgc-0hr-1
611,-999,4.18370186267,4,0.0,-1.0,5.84804505477,8,23.6816388427,-999.0,23.2643725749,22.6861176646,sgc-0hr-1
612,-999,4.13946599507,4,0.0,-1.0,5.86420157569,200,23.396551832,-999.0,23.1903600062,22.7649959803,sgc-0hr-1
613,-999,4.13850504929,4,0.0,-1.0,5.86672724451,4,,-999.0,,,sgc-0hr-1
614,3,4.22064431205,4,2.07451976672,0.272899374614,5.84515762199,1536,22.9044857425,0.7508,21.8661994442,20.7698954134,sgc-0hr-1
615,-999,4.14169324929,4,0.0,-1.0,5.87148254451,4,,-999.0,,,sgc-0hr-1
616,-999,4.14242148153,4,0.0,-1.0,5.87573914253,1536,22.2756443009,-999.0,21.2016619979,20.0341797051,sgc-0hr-1
617,3,4.24097416903,4,1.50694512746,0.24749887616,5.84819189022,1792,22.6204357103,0.8731,21.5903663512,20.4206943651,sgc-0hr-1
618,3,4.22142440071,4,4.12497525563,0.243280279175,5.8587594873,8,23.1217081349,0.828,22.4673779429,21.7183149703,sgc-0hr-1
619,3,4.16097704018,4,24.2820608492,0.430298907101,5.88061620536,16,22.9709706068,0.74225,22.3112418582,21.5154911236,sgc-0hr-1
620,3,4.20137022365,4,42.4583713951,0.438461668132,5.87057983973,152,22.2161997158,0.78465,21.6205098537,20.863459653,sgc-0hr-1
621,-999,4.13871128004,4,0.0,-1.0,5.89195696497,1792,23.1603641766,-999.0,22.2077427315,21.1057968569,sgc-0hr-1
622,-999,4.21248146103,4,0.0,-1.0,5.87225981492,216,22.7923734243,-999.0,23.0706790535,22.5502268932,sgc-0hr-1
623,3,4.19513149481,4,17.3769626863,0.33958249513,5.87966312817,2008,22.6383743037,1.1148,22.3415146373,21.5438270167,sgc-0hr-1
