,CONF,DEC,MASK_NUM,OII,OII_err,RA,bit_code,gmag,redz,rmag,zmag,mask_name
1867,-999,34.939196927,12,0.0,-1.0,115.791427501,8,23.1265385606,-999.0,22.7654160219,22.197348386,DR6-2
1868,1,34.942984049,12,15.810291857,0.325530945532,115.747273451,2008,22.0605234959,1.3723,21.802926992,20.8786860388,DR6-2
1869,3,34.94403822,12,18.7836764214,0.317022185756,115.828076246,8,22.3533106592,0.78635,22.0146530225,21.4013452566,DR6-2
1870,3,34.9478630481,12,9.96776561612,0.206544928071,115.796760115,2008,23.0594299942,1.0585,23.0403945826,21.8299064477,DR6-2
1871,-999,34.9515335144,12,0.0,-1.0,115.791731857,8,22.8700472934,-999.0,22.6300663133,22.2111111374,DR6-2
1872,-999,34.9520150576,12,0.0,-1.0,115.885071948,2,17.6230079604,-999.0,17.3577246472,17.2771057833,DR6-2
1873,-999,34.9553360969,12,0.0,-1.0,115.870010059,832,23.4860978986,-999.0,23.1742926799,21.7105193262,DR6-2
1874,-999,34.9582707371,12,0.0,-1.0,115.847174928,64,23.643878431,-999.0,23.536998825,22.7160105413,DR6-2
1875,1,34.9653927406,12,11.242051138,0.395059816618,115.763584755,8,23.2708748636,1.1241,22.9083361279,22.3158908556,DR6-2
1876,-999,34.9698861748,12,0.0,-1.0,115.742285573,2008,23.1156454012,-999.0,23.0712909174,22.1727651694,DR6-2
1877,3,34.9659579806,12,0.0,-1.0,115.884639882,8,23.7354878126,0.2545,23.257632833,22.6735380802,DR6-2
1878,1,34.974999129,12,12.8976813828,0.253621136634,115.748876873,984,23.490436371,1.40155,23.0831127569,22.1710842329,DR6-2
1879,-999,34.9752232943,12,0.0,-1.0,115.792219701,768,23.6440474243,-999.0,22.3866224626,20.8714483935,DR6-2
1880,-999,34.9795710884,12,0.0,-1.0,115.758155648,1536,23.0605590182,-999.0,22.0365407475,20.7495113107,DR6-2
1881,-999,34.9815031663,12,0.0,-1.0,115.790270876,216,22.9639413789,-999.0,22.7110731077,21.9633123811,DR6-2
1882,-999,34.9861015715,12,0.0,-1.0,115.792718002,1752,23.0030858458,-999.0,22.503503488,21.6072453063,DR6-2
1883,-999,34.9906978835,12,0.0,-1.0,115.753705168,4,22.20613,-999.0,20.0241607273,19.0393412025,DR6-2
1884,-999,34.989967996,12,0.0,-1.0,115.859016911,8,23.143311512,-999.0,23.2494780124,22.7418896265,DR6-2
1885,-999,34.9945346617,12,0.0,-1.0,115.864212144,2000,21.9125941086,-999.0,21.3501659602,20.2219996952,DR6-2
1886,3,35.0005701905,12,0.0,-1.0,115.781637541,8,22.3528857012,0.36115,21.9264704221,21.3294660207,DR6-2
1887,-999,35.0021148835,12,0.0,-1.0,115.839065168,4,21.30349,-999.0,19.2802571448,18.3027056106,DR6-2
1888,3,35.0123331519,12,5.1237989171,0.231845589344,115.770349921,8,23.8917541355,1.0673,23.2947153998,22.5133951869,DR6-2
1889,3,35.0100068963,12,9.56671104851,0.206371621778,115.882839701,208,21.4020291287,1.2968,20.8372998013,19.7335401851,DR6-2
1890,-999,35.0207174551,12,0.0,-1.0,115.766087921,2008,23.2373439806,-999.0,23.1022621732,21.9507342832,DR6-2
1891,3,35.0280463027,12,0.0,-1.0,115.745526781,8,23.0078138176,0.32965,22.6368198442,22.1653691886,DR6-2
1892,-999,35.0253410611,12,0.0,-1.0,115.872340431,8,23.5906628866,-999.0,23.2794434655,22.7739259509,DR6-2
1893,3,35.0369479407,12,14.8303531919,0.351102396067,115.738443358,208,22.8072627655,0.84755,22.2981552897,21.1906687377,DR6-2
1894,3,35.0329543122,12,10.6451109502,0.303210844998,115.877274834,520,23.5321450887,1.1156,23.2222801331,22.5482269512,DR6-2
1895,3,35.0442020522,12,5.08506110252,0.241074142219,115.749023869,768,23.5681185308,1.06745,23.1655048225,21.8611630424,DR6-2
1896,-999,35.0459862923,12,0.0,-1.0,115.857698946,8,23.994977099,-999.0,23.3456757947,22.5643321763,DR6-2
1897,3,35.0534147129,12,9.54732807555,0.290272137221,115.880278489,216,23.3049534205,0.6987,22.9987467134,22.2832540233,DR6-2
1898,-999,35.0621078835,12,0.0,-1.0,115.754755168,4,21.30841,-999.0,18.8605904457,17.7791554435,DR6-2
1899,3,35.0635619458,12,14.6612836682,0.242307309205,115.772730942,1752,23.2726965026,1.26485,22.9893137342,22.2766479589,DR6-2
1900,-999,35.0658509942,12,0.0,-1.0,115.76826874,2,19.4756819118,-999.0,19.201427738,19.0843188147,DR6-2
1901,-999,35.0654346125,12,0.0,-1.0,115.881996898,2,19.4114609681,-999.0,19.101501738,19.0021005488,DR6-2
1902,3,35.0740236947,12,20.9647828194,0.322561693321,115.791413336,8,23.5466078675,0.7504,23.2125837427,22.5116104297,DR6-2
1903,3,35.0721058162,12,13.0339993839,0.290468481904,115.889030449,8,22.3669913621,0.7705,21.8185736577,21.0531570873,DR6-2
1904,-999,35.0798941082,12,0.0,-1.0,115.768491557,2008,23.1031649069,-999.0,23.0281307641,22.2407695844,DR6-2
1905,-999,35.0823285042,12,0.0,-1.0,115.805177136,2,19.1195029322,-999.0,18.8769752915,18.8109217822,DR6-2
1906,1,35.0861672853,12,9.31889732822,0.281645435226,115.779134869,1536,22.9836916415,0.90495,22.2848396726,21.3084564282,DR6-2
1907,-999,35.0854641514,12,0.0,-1.0,115.844901853,2,18.2636635646,-999.0,18.0423139886,17.9635570887,DR6-2
1908,3,35.0910229021,12,9.86432444155,0.279626705606,115.774820808,8,23.4310342897,1.39875,23.2982358719,22.9376925386,DR6-2
1909,3,35.0926770088,12,12.1325531311,0.294054164295,115.845976876,216,23.5232831072,0.8552,23.1510659071,22.2097145128,DR6-2
1910,3,35.0937131267,12,7.27615268706,0.215158695003,115.865851032,1856,23.4397221684,1.13705,23.0433983967,21.6350665336,DR6-2
1911,3,35.0977090783,12,5.90670876784,0.268660038128,115.84191484,1792,23.4119854639,0.9069,22.5143166338,21.131884233,DR6-2
1912,-999,35.1041311768,12,0.0,-1.0,115.811106652,1792,23.1988014698,-999.0,22.5547685576,21.0584554818,DR6-2
1913,3,35.1040178173,12,10.8740745746,0.303850095375,115.867364831,1744,22.7364685734,0.8569,22.1251400871,21.0847398746,DR6-2
1914,3,35.1103767163,12,15.32487386,0.251123129645,115.804647241,1544,23.0900578427,1.2299,22.6063138208,21.8359883949,DR6-2
1915,3,35.1158744033,12,18.5013945406,0.253100994439,115.796646511,2008,23.1042756663,1.275,22.8818687647,21.8986690504,DR6-2
1916,3,35.1165123324,12,9.30671532339,0.313299475515,115.842993917,216,22.8482143559,0.7105,22.5263459377,21.7667992529,DR6-2
1917,-999,-999.0,13,0.0,-1.0,-999.0,-999,,-999.0,,,DR6-3
1918,3,34.6996160292,13,0.0,-1.0,116.989967863,8,22.0939468914,0.31145,21.4461996009,20.7434933468,DR6-3
1919,-999,34.6886867731,13,0.0,-1.0,117.123536637,2000,23.2371207842,-999.0,22.7810503679,21.6714835415,DR6-3
1920,3,34.6966700709,13,9.45922360595,0.264624675243,117.077274961,768,23.5412549156,1.01175,23.1132401148,21.8931173459,DR6-3
1921,-999,34.6923874021,13,0.0,-1.0,117.141830831,2000,23.3096470665,-999.0,23.1390516001,21.8677618823,DR6-3
1922,-999,34.698192146,13,0.0,-1.0,117.103872431,8,23.3053347536,-999.0,23.2934819885,22.981027028,DR6-3
1923,-999,34.7134094772,13,0.0,-1.0,116.993388283,2,,-999.0,,,DR6-3
1924,3,34.71482726,13,12.148366268,0.23979497925,117.009385316,984,23.5298748674,0.74675,23.1925405523,22.3531142693,DR6-3
1925,3,34.7157297823,13,15.9212709303,0.270856804694,117.026769897,208,23.6160066705,0.97625,23.4348868785,22.2778759368,DR6-3
1926,3,34.7053629481,13,0.0,-1.0,117.152899823,8,22.9038159551,0.1739,22.7799491689,22.2126461349,DR6-3
1927,3,34.7242800518,13,8.99778410498,0.255164736396,117.015532781,2000,23.0694570153,0.8028,22.4926101702,21.1016511394,DR6-3
1928,3,34.7233025287,13,13.9359675615,0.26623887903,117.052492744,8,23.4111148251,0.79715,22.8193913871,22.1248068394,DR6-3
1929,-999,34.7231388003,13,0.0,-1.0,117.078297359,8,23.2171833708,-999.0,23.0744532883,22.7386302487,DR6-3
1930,3,34.7246627119,13,11.0905390942,0.323289126343,117.089498001,8,23.6611537758,0.4844,23.285202048,22.6921717863,DR6-3
1931,-999,34.728356457,13,0.0,-1.0,117.080775973,1792,23.3606252595,-999.0,22.1374049785,20.6178878815,DR6-3
1932,3,34.7244864162,13,8.15410347552,0.350522318057,117.147187104,8,23.8182082747,0.60395,23.2810844742,22.5132751641,DR6-3
1933,3,34.7303952938,13,10.1219138423,0.27486972362,117.135859432,8,23.7885035471,0.8941,23.1994488278,22.4251096132,DR6-3
1934,3,34.7356906985,13,20.5540787274,0.29024330641,117.105800551,2000,22.7482324841,0.90995,22.1757967374,20.9634786442,DR6-3
1935,-999,34.7339170757,13,0.0,-1.0,117.149776823,4,22.43529,-999.0,,,DR6-3
1936,-999,34.7502930757,13,0.0,-1.0,117.036906823,4,22.72734,-999.0,,,DR6-3
1937,1,34.7482883024,13,12.486664951,0.519591220241,117.151819877,768,23.5961565571,0.6912,23.060105143,22.0102962578,DR6-3
1938,3,34.7519899111,13,12.419948511,0.244924535028,117.158039309,984,23.4828262219,1.01455,23.3209713711,22.2541361726,DR6-3
1939,-999,34.7627266405,13,0.0,-1.0,117.084628604,2,19.8938274128,-999.0,19.5450169197,19.4327957282,DR6-3
1940,-999,34.7717361002,13,0.0,-1.0,117.052954032,1792,23.4706891737,-999.0,22.5775654702,20.8293048024,DR6-3
1941,3,34.7743998579,13,0.0,-1.0,117.101388312,8,22.5789592914,0.19485,22.2673132007,21.809485371,DR6-3
1942,-999,34.771205415,13,0.0,-1.0,117.153811304,8,18.4427169878,-999.0,18.188500329,17.4275836177,DR6-3
1943,-999,34.7753180757,13,0.0,-1.0,117.143506823,4,21.05006,-999.0,18.9590091218,17.8866768649,DR6-3
1944,3,34.7921449208,13,0.0,-1.0,117.008920423,8,22.4817252776,0.13055,22.0665103011,21.5194035843,DR6-3
1945,-999,34.7812930595,13,0.0,-1.0,117.143707392,1792,23.3744142845,-999.0,22.3251431139,20.5497920428,DR6-3
1946,-999,34.785260344,13,0.0,-1.0,117.128253622,512,23.5710259568,-999.0,22.8007477368,21.7102757755,DR6-3
1947,1,34.7996725073,13,6.30911449516,0.236278287301,117.010319615,8,23.4610700272,0.89145,22.7983416999,22.0237176276,DR6-3
1948,3,34.7911808808,13,15.5823715635,0.319381800458,117.117317858,8,23.4640639025,0.6934,23.1856678011,22.7540767562,DR6-3
1949,3,34.7967179748,13,0.0,-1.0,117.096073304,8,23.394464628,0.40115,22.9160498157,22.3393362868,DR6-3
1950,-999,34.793274564,13,0.0,-1.0,117.156155856,2008,23.4007474398,-999.0,23.0829506662,22.1889681851,DR6-3
1951,3,34.8084183221,13,14.5798988571,0.279133411924,117.02883744,2000,23.0271430478,0.87955,22.6125434074,21.2782221613,DR6-3
1952,3,34.8057555716,13,14.0782357488,0.24829543157,117.075351095,512,23.5061553045,0.8845,22.7520253381,21.6650299931,DR6-3
1953,3,34.8119825031,13,15.3213223528,0.335377316381,117.056844937,8,23.3897911521,0.61235,22.8094925269,22.0443495481,DR6-3
1954,3,34.8107673747,13,9.67625248483,0.255402969121,117.124271291,8,22.7948327362,1.0293,22.5129907524,22.0248792091,DR6-3
1955,2,34.8093184076,13,12.1100861017,0.259180960187,117.160296747,216,22.8509993266,1.044,22.3664428989,21.4953215857,DR6-3
1956,2,34.8238054394,13,15.9782743996,0.260380831403,117.04641308,2000,23.0457422504,1.2966,22.6954998282,21.5858547075,DR6-3
1957,-999,34.8178715053,13,0.0,-1.0,117.127084648,768,23.5168959715,-999.0,23.0560391494,21.6864292628,DR6-3
1958,3,34.8222652389,13,10.5728762753,0.241123446622,117.113253244,8,23.8431041992,0.8041,23.3417111977,22.5798689522,DR6-3
1959,-999,34.8218174512,13,0.0,-1.0,117.163081075,200,23.146784328,-999.0,23.057593937,22.4835647346,DR6-3
1960,-999,34.8347665739,13,0.0,-1.0,117.053988966,2,19.0224251006,-999.0,18.8482514565,18.8373153707,DR6-3
1961,3,34.8295315765,13,5.24546469151,0.260131827164,117.137527548,768,23.5341598519,1.0287,22.4870394203,21.138969263,DR6-3
1962,3,34.8335552741,13,8.42675413909,0.229477105761,117.117628337,2000,22.9535118609,1.05935,22.4321216362,21.4482769829,DR6-3
1963,3,34.8388939669,13,17.9761683842,0.251399204093,117.089494715,8,23.7024005236,1.01325,23.3770048131,22.4916586604,DR6-3
1964,-999,34.8459970757,13,0.0,-1.0,117.061776823,4,20.89571,-999.0,19.0087893843,18.0414365652,DR6-3
1965,3,34.8547283143,13,15.0292516701,0.27323087133,117.014834236,8,23.5060590186,0.86485,22.8988261868,22.1099143188,DR6-3
1966,-999,34.8441124142,13,0.0,-1.0,117.162978667,768,23.5747258349,-999.0,22.9834815046,21.2216310865,DR6-3
1967,3,34.847745277,13,24.0325686742,0.306392200601,117.146661006,2008,22.246898118,1.045,21.8398275785,20.8497568605,DR6-3
1968,3,34.8646111301,13,24.3339848774,0.265955149546,117.019982,2008,23.0823866374,0.92625,23.2471998931,21.9930614218,DR6-3
1969,-999,34.8678949067,13,0.0,-1.0,117.06286663,1728,23.0892581345,-999.0,23.4659835146,22.7074777588,DR6-3
1970,3,34.8624478747,13,6.3383914018,0.242892807838,117.144983602,64,23.7042461935,1.1725,23.6397252594,22.6491568641,DR6-3
1971,3,34.8649681286,13,7.92458109919,0.253660083567,117.15325147,512,23.572079198,0.7628,23.0137482605,22.0634804765,DR6-3
1972,3,34.8800707477,13,9.35416246993,0.314714163881,117.046387642,1536,23.4387806116,0.72745,22.8238146199,21.7661143162,DR6-3
1973,-999,34.8776306639,13,0.0,-1.0,117.095603846,2,,-999.0,,,DR6-3
1974,-999,34.8877405923,13,0.0,-1.0,117.017627784,1792,23.2343455757,-999.0,22.3140320516,20.6417978544,DR6-3
1975,3,34.8749411136,13,10.3141525301,0.234779481424,117.176348377,216,23.3884570347,1.45245,23.2460286588,22.513785615,DR6-3
1976,-999,34.8861708517,13,0.0,-1.0,117.083662972,8,22.1849061553,-999.0,22.0248492123,21.7110590351,DR6-3
1977,-999,34.8942446671,13,0.0,-1.0,117.028602454,8,21.669064909,-999.0,21.5680557328,21.0804782479,DR6-3
1978,3,34.8926377589,13,8.63664824676,0.250060881836,117.070260809,216,23.2222262628,0.9143,22.9207645197,22.0755442845,DR6-3
1979,-999,34.8880769665,13,0.0,-1.0,117.161425782,8,23.7680195779,-999.0,23.1250381936,22.3938227649,DR6-3
1980,-999,34.9033781505,13,0.0,-1.0,117.02584362,2008,22.705320011,-999.0,22.4246461904,21.4975092956,DR6-3
1981,-999,34.9024554849,13,0.0,-1.0,117.062647522,208,23.4587665052,-999.0,23.7501611784,22.2781001125,DR6-3
1982,-999,34.8952957554,13,0.0,-1.0,117.166152559,2008,23.2541017811,-999.0,23.1676767842,22.3809808434,DR6-3
1983,-999,34.8971854135,13,0.0,-1.0,117.168857286,8,23.2373456398,-999.0,22.9426100673,22.541269871,DR6-3
1984,3,34.9008818896,13,10.8965894549,0.302154104628,117.164595547,2000,22.4174213221,0.78385,21.9282403631,20.9727341071,DR6-3
1985,3,34.9079939857,13,10.4645259799,0.245304057516,117.125091168,2008,23.32540235,1.44465,23.0614072086,22.3577402695,DR6-3
1986,-999,34.9119568672,13,0.0,-1.0,117.118281543,1536,23.3827437304,-999.0,22.3091346383,21.1277703493,DR6-3
1987,-999,34.9203278856,13,0.0,-1.0,117.103535423,8,22.9935477579,-999.0,22.7087354085,22.1338279681,DR6-3
1988,3,34.9236253851,13,14.4579436153,0.3405742784,117.102949122,8,23.5801236796,0.60545,23.1658904935,22.5918358351,DR6-3
1989,-999,34.9229183,13,0.0,-1.0,117.162900564,768,23.4854422609,-999.0,23.2090705062,21.2980360906,DR6-3
1990,3,34.9328203975,13,7.02186918522,0.242630916166,117.08935717,1808,22.8443220983,0.8255,21.949932854,20.5383478471,DR6-3
1991,-999,34.6585490757,13,0.0,-1.0,117.369736823,4,21.7136,-999.0,19.774521809,18.4494702523,DR6-3
1992,3,34.6687747723,13,4.53564925393,0.239526223869,117.316591844,2000,22.8026596505,1.0808,22.3897022776,21.3825620161,DR6-3
1993,3,34.6747792196,13,0.0,-1.0,117.280622704,8,23.2716361484,0.38855,22.9713923986,22.5364799174,DR6-3
1994,-999,34.6806208524,13,0.0,-1.0,117.243524195,2000,22.7751257731,-999.0,22.3957084525,21.2492842055,DR6-3
1995,-999,34.6707400841,13,0.0,-1.0,117.373579217,24,23.137986346,-999.0,22.7512693607,22.0133291098,DR6-3
1996,3,34.6875174372,13,0.0,-1.0,117.233895797,8,23.4875627811,0.48475,23.0158227202,22.350982949,DR6-3
1997,-999,34.6903930352,13,0.0,-1.0,117.239614656,80,23.6828932101,-999.0,23.8354871292,22.6198325505,DR6-3
1998,-999,34.6844970376,13,0.0,-1.0,117.323390787,2,19.5752317789,-999.0,19.3304829737,19.2335816053,DR6-3
1999,-999,34.6907278305,13,0.0,-1.0,117.288189842,1792,23.1749746276,-999.0,22.3778553116,20.9222164071,DR6-3
2000,-999,34.6976648346,13,0.0,-1.0,117.238121026,8,23.2163469556,-999.0,22.5824642606,21.881625949,DR6-3
2001,3,34.6953342128,13,10.7949167175,0.26732747948,117.28319985,2008,22.5385902102,0.79405,22.2412351397,21.4224310391,DR6-3
2002,-999,34.7030463769,13,0.0,-1.0,117.245156208,768,23.4948269511,-999.0,22.7235767601,21.052101159,DR6-3
2003,-999,34.7071999564,13,0.0,-1.0,117.239968343,136,22.9910324003,-999.0,23.2848487863,22.7097059794,DR6-3
2004,-999,34.7087677925,13,0.0,-1.0,117.247672591,1544,23.2969211318,-999.0,23.1867815132,22.7949377698,DR6-3
2005,3,34.7131923472,13,5.48865001707,0.249088484853,117.23268586,208,23.4137931754,1.52335,23.4840414235,22.4157138472,DR6-3
2006,-999,34.7152670757,13,0.0,-1.0,117.231196823,4,22.52893,-999.0,20.5306458349,19.050049738,DR6-3
2007,3,34.71380798,13,0.0,-1.0,117.270724473,8,22.6915676629,0.2645,22.3966626463,21.9860197055,DR6-3
2008,-999,34.7165635752,13,0.0,-1.0,117.282072669,768,23.5456664303,-999.0,22.931172054,21.6498577074,DR6-3
2009,-999,34.7144500757,13,0.0,-1.0,117.344306823,4,21.80736,-999.0,20.072173878,19.2116691427,DR6-3
2010,3,34.7183833797,13,12.93996661,0.335837488784,117.329697469,1536,23.1970809607,1.25005,22.4622274387,21.4416293771,DR6-3
2011,-999,34.7273931595,13,0.0,-1.0,117.275972432,2008,22.796546809,-999.0,22.5951614119,21.7274552364,DR6-3
2012,3,34.7247431687,13,8.18947563432,0.280315220566,117.323051179,8,23.1822542827,1.24735,22.6488043319,21.9690666527,DR6-3
2013,-999,34.7299743775,13,0.0,-1.0,117.32048708,2000,22.4156507343,-999.0,21.7613256579,20.5962345873,DR6-3
2014,3,34.7315285294,13,9.77263585518,0.29291226166,117.331051035,8,23.235362214,0.49155,22.8294986115,22.1840722134,DR6-3
2015,-999,34.7348380039,13,0.0,-1.0,117.329710377,2,,-999.0,,,DR6-3
2016,-999,34.7479243968,13,0.0,-1.0,117.258404456,1792,23.4040262931,-999.0,22.8267446589,21.6468750498,DR6-3
2017,-999,34.7422697395,13,0.0,-1.0,117.38457258,8,23.5727323873,-999.0,23.0492859525,22.2723889625,DR6-3
2018,-999,34.7550860757,13,0.0,-1.0,117.285596823,4,22.45517,-999.0,20.4092972387,19.2789481252,DR6-3
2019,-999,34.7588220757,13,0.0,-1.0,117.291386823,4,22.21692,-999.0,20.8084658885,19.7781885929,DR6-3
2020,-999,34.7658580808,13,0.0,-1.0,117.274679566,144,22.7177932688,-999.0,21.7950525754,20.3592265995,DR6-3
2021,-999,34.7718828575,13,0.0,-1.0,117.234014376,2008,23.0295900995,-999.0,22.7921149088,21.7602479154,DR6-3
2022,3,34.7657128327,13,3.66233943149,0.289815128565,117.322960395,2008,22.9309923401,1.52565,22.8282408863,21.6823651364,DR6-3
2023,3,34.7660436475,13,13.3357276892,0.26925972076,117.350466352,1936,23.3151055105,0.8677,22.8092761936,21.4872426944,DR6-3
2024,3,34.7678155714,13,14.7246183844,0.219683420547,117.355138198,2000,22.210624608,1.01415,21.8303263033,20.6689056194,DR6-3
2025,-999,34.7800192198,13,0.0,-1.0,117.271650125,208,23.6720217455,-999.0,23.6136154486,22.6724864884,DR6-3
2026,-999,34.7852178918,13,0.0,-1.0,117.241123376,768,23.5712921223,-999.0,23.0281141334,21.9222730849,DR6-3
2027,3,34.7788859822,13,12.1658711004,0.235580420341,117.332857725,216,23.5227715348,1.0113,23.3929893092,22.6283120936,DR6-3
2028,-999,34.777969347,13,0.0,-1.0,117.362031213,2,20.0989995238,-999.0,19.7992342241,19.6780242596,DR6-3
2029,3,34.7939961208,13,16.4232347942,0.286523950126,117.234658895,8,22.7694429926,0.7153,22.1610248635,21.4031060294,DR6-3
2030,-999,34.7878589564,13,0.0,-1.0,117.328575689,2000,22.9132737786,-999.0,22.681562139,21.0021835063,DR6-3
2031,3,34.7967229485,13,8.91692940052,0.281724236583,117.270899042,1800,23.3161644611,0.85385,22.8148674344,21.9807039251,DR6-3
2032,-999,34.7902580757,13,0.0,-1.0,117.366926823,4,22.68562,-999.0,20.2235577568,18.5889215923,DR6-3
2033,-999,34.8037442613,13,0.0,-1.0,117.263120241,1536,23.0218891281,-999.0,21.7753403819,20.4048698289,DR6-3
2034,3,34.7982546874,13,10.4034216275,0.230875640189,117.352477407,768,23.5439917394,1.01395,22.9625810894,21.7482758276,DR6-3
2035,3,34.8058637956,13,19.6011177411,0.287792480302,117.310018417,984,23.5101771769,1.0114,23.3033738845,22.4757663543,DR6-3
2036,3,34.8039214142,13,22.0853048609,0.271741930593,117.349161357,2008,22.3134970485,1.01615,22.092229934,21.2523371903,DR6-3
2037,3,34.8099748439,13,19.8040012952,0.344370947554,117.34892518,2008,23.4210150461,1.00675,23.012634376,22.0323081906,DR6-3
2038,3,34.8139860505,13,7.88683917743,0.215104953374,117.332352124,64,23.3765443612,0.90165,23.8194991003,22.2522425168,DR6-3
2039,-999,34.8162843927,13,0.0,-1.0,117.333520031,1792,23.4008255518,-999.0,22.3498460973,20.542006066,DR6-3
2040,-999,34.8251589892,13,0.0,-1.0,117.278609769,1792,23.1289630114,-999.0,22.3602847342,20.8038473344,DR6-3
2041,-999,34.8298119584,13,0.0,-1.0,117.26473785,8,23.2521043548,-999.0,23.0872008066,22.5982013336,DR6-3
2042,3,34.8244118396,13,15.1851973501,0.28635359019,117.344466861,8,22.54529229,1.2304,22.418352299,21.991703588,DR6-3
2043,-999,34.8311429836,13,0.0,-1.0,117.311241227,1544,22.9759228693,-999.0,22.5808230869,21.8611690788,DR6-3
2044,3,34.8281235683,13,4.34455752654,0.196097807694,117.386920987,1536,23.2885667894,0.932,22.6067219332,21.5410750718,DR6-3
2045,3,34.841866256,13,4.31864603689,0.263279238686,117.303165801,1536,23.4057482054,0.6638,22.7295856539,21.8195631045,DR6-3
2046,-999,34.8360501304,13,0.0,-1.0,117.389480417,216,22.3739867358,-999.0,22.0921950838,21.3261540108,DR6-3
2047,3,34.8508214203,13,0.0,-1.0,117.263165736,8,22.0027733375,0.13015,21.6210310378,20.9331214679,DR6-3
2048,-999,34.855692022,13,0.0,-1.0,117.263660609,8,23.6442744606,-999.0,23.1573563544,22.4559897944,DR6-3
2049,3,34.8485568998,13,14.9964803509,0.240706564564,117.362985322,2008,22.6611739683,1.2319,22.4549292631,21.7571954286,DR6-3
2050,3,34.8529588721,13,11.9089177522,0.310597841838,117.35556979,2008,22.7828085498,1.4302,22.8579368798,21.798134191,DR6-3
2051,-999,34.8565400391,13,0.0,-1.0,117.342903345,2,17.8364609924,-999.0,17.5439678551,17.4360580977,DR6-3
2052,3,34.854870794,13,15.2163137489,0.233192915494,117.401544357,1560,23.3184919493,1.20545,22.8100018635,21.9580890721,DR6-3
2053,3,34.8677456261,13,22.3169344442,0.304947850953,117.297138996,8,22.8760751143,0.7968,22.8120787823,22.3340174762,DR6-3
2054,3,34.8643476173,13,6.27069377389,0.198057162406,117.353605374,2008,23.1961448666,0.79635,22.9110302846,21.9004837702,DR6-3
2055,-999,34.8647186764,13,0.0,-1.0,117.390056524,2,17.1427613659,-999.0,16.8768311699,16.7860075016,DR6-3
2056,3,34.8731395585,13,19.2283387511,0.281628235058,117.329232977,2008,23.2144139836,0.78825,22.9273092302,22.1928536917,DR6-3
2057,-999,34.883188357,13,0.0,-1.0,117.268961333,768,23.5908554329,-999.0,23.0203747799,21.4572093667,DR6-3
2058,3,34.8810642967,13,14.2446185985,0.228764401388,117.309290006,1752,22.2947872859,1.27545,22.061498438,21.297613071,DR6-3
2059,-999,34.8804992736,13,0.0,-1.0,117.349419858,216,23.1760530534,-999.0,22.9400659195,22.2779707706,DR6-3
2060,1,34.8834163042,13,7.12080653462,0.283525257342,117.342331724,1936,22.9206754686,1.01505,22.1163770804,20.4180404806,DR6-3
2061,-999,34.8954872384,13,0.0,-1.0,117.262001565,2,19.0116199179,-999.0,18.7626145435,18.5922862583,DR6-3
2062,1,34.8856900145,13,6.15065340023,0.221881304529,117.382088924,768,23.4685114682,0.9034,23.0257542116,21.6626918775,DR6-3
2063,3,34.8862441462,13,12.8190678764,0.255712485281,117.398487672,2000,22.9182321798,1.01665,22.5612330011,21.3736930529,DR6-3
2064,-999,34.8895403871,13,0.0,-1.0,117.384901067,768,23.5266501998,-999.0,22.3101197661,20.452277166,DR6-3
2065,-999,34.8895611776,13,0.0,-1.0,117.405782586,208,23.4521848271,-999.0,23.5166348052,22.2548134933,DR6-3
2066,2,34.898864873,13,7.9711150856,0.195683768228,117.349780627,792,23.5589778007,1.0599,23.1870465031,22.3354517066,DR6-3
2067,3,34.8985856453,13,13.2186915968,0.264035994645,117.374624241,8,23.53438718,0.77195,23.2865725746,22.7304620605,DR6-3
2068,1,34.9109534176,13,9.84355270735,0.240178525868,117.282787119,208,23.569374534,1.27665,23.5407521906,22.520006941,DR6-3
2069,3,34.9019843226,13,14.5263020711,0.239293524998,117.390098652,1672,23.2475063293,1.30095,23.3091318798,22.7261066905,DR6-3
2070,-999,34.9104066823,13,0.0,-1.0,117.326238829,2000,22.9690644509,-999.0,22.4323457421,20.9707223227,DR6-3
2071,-999,-999.0,14,0.0,-1.0,-999.0,-999,,-999.0,,,DR6-5
2072,-999,34.7003686776,14,0.0,-1.0,118.782786154,8,23.7691990465,-999.0,23.2777032654,22.446768096,DR6-5
2073,-999,34.7154795863,14,0.0,-1.0,118.7280128,8,22.7047390054,-999.0,22.1382419433,21.5140842654,DR6-5
2074,-999,34.7096085964,14,0.0,-1.0,118.76519407,8,23.5660976901,-999.0,23.0727159208,22.179074457,DR6-5
2075,-999,34.7156705904,14,0.0,-1.0,118.74924985,8,23.7361230664,-999.0,23.2915060337,22.3456230859,DR6-5
2076,-999,34.7309092646,14,0.0,-1.0,118.703719365,2,18.8188042448,-999.0,18.4442581315,18.3236289818,DR6-5
2077,-999,34.7304214646,14,0.0,-1.0,118.719484781,2,19.4867398801,-999.0,19.2284228812,19.1276760017,DR6-5
2078,-999,34.721088047,14,0.0,-1.0,118.768624052,2,19.8430167625,-999.0,19.5847206729,19.4881956875,DR6-5
2079,-999,34.7257713158,14,0.0,-1.0,118.785860998,520,23.4553877941,-999.0,23.3755412,22.8282819522,DR6-5
2080,-999,34.7226626779,14,0.0,-1.0,118.815732539,2008,23.1923882135,-999.0,23.1044707844,22.0280736326,DR6-5
